phrase,seed_word,source_type,frequency,intent,volume,keyword_difficulty,cpc
oni mask tattoo,tattoo,semrush,9900,Informational,9900,26,0.0
pec tattoos for guys,tattoo,semrush,9900,Informational,9900,25,0.53
raven tattoo,tattoo,semrush,9900,Informational,9900,27,0.37
rose tattoo designs,tattoo,semrush,9900,Informational,9900,26,0.27
sacred heart tattoo,tattoo,semrush,9900,Informational,9900,26,0.8
sailor jerry tattoos,tattoo,semrush,9900,Informational,9900,27,0.27
shoulder tattoos for men,tattoo,semrush,9900,Informational,9900,25,0.47
simple tattoos,tattoo,semrush,9900,Informational,9900,20,0.42
sister tattoos,tattoo,semrush,9900,Informational,9900,29,0.2
sleeve tattoo ideas for men,tattoo,semrush,9900,Informational,9900,14,0.53
son mom tattoos,tattoo,semrush,9900,Informational,9900,28,0.22
star tattoo star,tattoo,semrush,9900,"Informational, Transactional",9900,28,0.26
succubus tattoo,tattoo,semrush,9900,Informational,9900,27,0.0
tattoo artists tattoo,tattoo,semrush,9900,Informational,9900,28,1.44
tattoo flu,tattoo,semrush,9900,Informational,9900,13,0.01
tattoo for bff,tattoo,semrush,9900,"Informational, Commercial",9900,20,0.14
tattoo healing process,tattoo,semrush,9900,Informational,9900,17,0.03
tattoo removal close to me,tattoo,semrush,9900,Commercial,9900,24,6.99
tattoo sleeve,tattoo,semrush,9900,Commercial,9900,29,0.28
tattoo stencil,tattoo,semrush,9900,Informational,9900,25,0.56
tattooed buttocks,tattoo,semrush,9900,Informational,9900,23,0.0
tattoos for the chest for females,tattoo,semrush,9900,Informational,9900,27,0.46
virgin mary tattoo,tattoo,semrush,9900,"Informational, Commercial",9900,28,0.0
womb tattoo,tattoo,semrush,9900,Informational,9900,27,0.0
wrist tattoos,tattoo,semrush,9900,Informational,9900,29,0.36
yakuza tattoo,tattoo,semrush,9900,Informational,9900,25,0.0
3 cross tattoo,tattoo,semrush,8100,Informational,8100,26,0.4
444 tattoo,tattoo,semrush,8100,Informational,8100,29,0.0
angel wings tattoo,tattoo,semrush,8100,Informational,8100,26,0.14
anubis tattoo,tattoo,semrush,8100,Informational,8100,26,0.0
are tattoos a sin,tattoo,semrush,8100,"Informational, Transactional",8100,28,0.08
arm sleeve tattoo,tattoo,semrush,8100,Informational,8100,28,0.47
aztec tattoos,tattoo,semrush,8100,Informational,8100,26,0.68
bat tattoo,tattoo,semrush,8100,Informational,8100,29,0.34
bear tattoo,tattoo,semrush,8100,Informational,8100,29,0.91
ben affleck back tattoo,tattoo,semrush,8100,Informational,8100,27,0.0
best tattoo numbing cream,tattoo,semrush,8100,Commercial,8100,21,0.81
butterfly tattoo ideas,tattoo,semrush,8100,Informational,8100,28,0.29
chest tattoo,tattoo,semrush,8100,Informational,8100,29,0.51
chrysanthemum tattoo,tattoo,semrush,8100,Informational,8100,26,0.61
cool tattoos for men,tattoo,semrush,8100,"Informational, Commercial",8100,28,0.38
couple tattoo ideas,tattoo,semrush,8100,Informational,8100,28,0.14
crow tattoo,tattoo,semrush,8100,Informational,8100,29,0.3
cute tattoos,tattoo,semrush,8100,Informational,8100,26,0.28
cybersigilism tattoo,tattoo,semrush,8100,Informational,8100,25,1.49
daisy tattoo,tattoo,semrush,8100,Informational,8100,29,0.35
dandelion tattoo,tattoo,semrush,8100,Informational,8100,26,0.16
danny trejo tattoo,tattoo,semrush,8100,Informational,8100,26,0.0
design butterfly tattoo,tattoo,semrush,8100,Informational,8100,28,0.29
dragon tattoos,tattoo,semrush,8100,Informational,8100,29,0.26
eagle eagle tattoo,tattoo,semrush,8100,Informational,8100,28,0.28
elephant tattoo,tattoo,semrush,8100,Informational,8100,29,0.19
eyebrow tattoo near me,tattoo,semrush,8100,Transactional,8100,29,1.13
family tattoo ideas,tattoo,semrush,8100,Informational,8100,26,0.24
feather tattoo,tattoo,semrush,8100,Informational,8100,26,0.22
fine line tattoo artists near me,tattoo,semrush,8100,Transactional,8100,23,0.99
floral flower tattoo,tattoo,semrush,8100,Informational,8100,26,0.26
forearm tattoos for women,tattoo,semrush,8100,Informational,8100,28,0.38
hand tattoo ideas,tattoo,semrush,8100,Informational,8100,28,0.57
how long does a tattoo take to heal,tattoo,semrush,8100,Informational,8100,25,0.03
how much does tattoo removal cost,tattoo,semrush,8100,Informational,8100,23,4.4
how to remove temporary tattoos,tattoo,semrush,8100,Informational,8100,28,0.02
joker tattoo,tattoo,semrush,8100,Informational,8100,29,0.22
ken carson tattoo,tattoo,semrush,8100,Informational,8100,26,0.0
knee tattoos,tattoo,semrush,8100,"Informational, Commercial",8100,26,0.0
kneeling tattoo,tattoo,semrush,8100,Informational,8100,18,0.0
laser tattoo removal near me,tattoo,semrush,8100,Transactional,8100,14,6.37
laugh now cry later tattoo,tattoo,semrush,8100,Informational,8100,23,0.0
leg sleeve tattoo,tattoo,semrush,8100,Informational,8100,28,0.45
leg tattoos for women,tattoo,semrush,8100,Informational,8100,28,0.4
lightning tattoo,tattoo,semrush,8100,Informational,8100,29,0.0
lyrics tattoo on your shoulder,tattoo,semrush,8100,"Informational, Transactional",8100,29,0.0
machine tattoo machine,tattoo,semrush,8100,"Informational, Transactional",8100,19,0.47
matching couple tattoos,tattoo,semrush,8100,"Informational, Commercial",8100,24,0.11
men tattoo ideas,tattoo,semrush,8100,Informational,8100,27,0.36
mens sleeve tattoo drawings,tattoo,semrush,8100,Informational,8100,18,0.46
mom tattoo,tattoo,semrush,8100,Informational,8100,26,0.53
neck tattoos for women,tattoo,semrush,8100,"Informational, Commercial",8100,25,0.43
ouroboros tattoo,tattoo,semrush,8100,Informational,8100,29,0.0
palm tree tattoo,tattoo,semrush,8100,Informational,8100,26,0.27
paw print tattoo,tattoo,semrush,8100,Informational,8100,28,0.22
peony tattoo,tattoo,semrush,8100,Informational,8100,29,0.32
phantom troupe tattoo,tattoo,semrush,8100,Informational,8100,28,0.0
post malone tattoos,tattoo,semrush,8100,Informational,8100,28,0.01
rose tattoos,tattoo,semrush,8100,Informational,8100,29,0.25
santa muerte tattoo,tattoo,semrush,8100,Informational,8100,26,0.63
sea turtle tattoo,tattoo,semrush,8100,Informational,8100,28,0.25
semicolon meaning for tattoo,tattoo,semrush,8100,Informational,8100,29,0.0
semicolon tattoo significance,tattoo,semrush,8100,Informational,8100,25,0.0
shoulder tattoos,tattoo,semrush,8100,Informational,8100,26,0.52
skull tattoos,tattoo,semrush,8100,Informational,8100,26,0.22
sleeve tattoo concepts,tattoo,semrush,8100,"Informational, Commercial",8100,28,0.61
sleeve tattoos for men,tattoo,semrush,8100,"Informational, Commercial",8100,20,0.46
small tattoo,tattoo,semrush,8100,Informational,8100,29,0.22
smile now cry later tattoo,tattoo,semrush,8100,Informational,8100,27,0.0
st michael tattoo,tattoo,semrush,8100,"Informational, Commercial",8100,28,0.43
swallow tattoo,tattoo,semrush,8100,Informational,8100,26,0.04
sword tattoo,tattoo,semrush,8100,Informational,8100,29,0.46
tattoo blowout,tattoo,semrush,8100,Informational,8100,21,0.03
tattoo designs for men,tattoo,semrush,8100,Informational,8100,25,0.39
tattoo drawings,tattoo,semrush,8100,Informational,8100,26,0.73
tattoo meaning of a semicolon,tattoo,semrush,8100,Informational,8100,26,0.0
tattoo needles,tattoo,semrush,8100,"Informational, Transactional",8100,18,0.63
tattoo prices,tattoo,semrush,8100,Transactional,8100,28,0.91
tattoo removal before and after,tattoo,semrush,8100,Informational,8100,11,6.12
tattoo sleeve designs for guys,tattoo,semrush,8100,Informational,8100,22,0.46
tattoo sleeve ideas,tattoo,semrush,8100,Informational,8100,29,0.61
tattoo with mum,tattoo,semrush,8100,Informational,8100,21,0.53
tattoos for couples designs,tattoo,semrush,8100,"Informational, Commercial",8100,28,0.14
tattoos of the stars,tattoo,semrush,8100,Informational,8100,25,0.26
tattoos on the clavicle,tattoo,semrush,8100,Informational,8100,24,0.0
tattoos with the name,tattoo,semrush,8100,"Informational, Commercial",8100,22,0.62
thigh tattoo,tattoo,semrush,8100,Informational,8100,29,0.55
tree tattoo,tattoo,semrush,8100,Informational,8100,29,0.24
turtle tattoo,tattoo,semrush,8100,Informational,8100,26,0.29
white and color tattoos,tattoo,semrush,8100,"Informational, Commercial",8100,22,0.38
white ink tattoo,tattoo,semrush,8100,Informational,8100,25,0.39
white tattoos,tattoo,semrush,8100,Informational,8100,21,0.38
yarkuzar tattoo,tattoo,semrush,8100,Informational,8100,26,0.0
american flag tattoo,tattoo,semrush,6600,Informational,6600,26,0.38
anime tattoo,tattoo,semrush,6600,Informational,6600,29,1.05
ankle tattoos,tattoo,semrush,6600,Informational,6600,29,0.24
arm sleeve men's tattoo,tattoo,semrush,6600,Informational,6600,25,0.0
arm tattoos for women,tattoo,semrush,6600,Informational,6600,27,0.37
arrow tattoo,tattoo,semrush,6600,Informational,6600,29,0.24
best friend tattoo ideas,tattoo,semrush,6600,Commercial,6600,25,0.1
bird tattoo,tattoo,semrush,6600,Informational,6600,29,0.25
birth flower tattoos,tattoo,semrush,6600,Informational,6600,26,0.31
butterfly tattoo definition,tattoo,semrush,6600,Informational,6600,4,0.0
chest male tattoos,tattoo,semrush,6600,Informational,6600,27,0.53
christian tattoos for men,tattoo,semrush,6600,Informational,6600,27,0.53
clock tattoo,tattoo,semrush,6600,Informational,6600,26,0.0
coil tattoo machine,tattoo,semrush,6600,"Informational, Transactional",6600,5,0.57
couples tattoo ideas,tattoo,semrush,6600,Informational,6600,28,0.14
cover up tattoos,tattoo,semrush,6600,Informational,6600,26,1.23
crown tattoo,tattoo,semrush,6600,Informational,6600,26,0.51
cry later laugh now tattoo,tattoo,semrush,6600,Informational,6600,27,0.0
daffodil tattoo,tattoo,semrush,6600,Informational,6600,26,0.0
dagger tattoo,tattoo,semrush,6600,Informational,6600,26,0.31
dandelion tattoo meaning,tattoo,semrush,6600,Informational,6600,18,0.0
dream catcher tattoo,tattoo,semrush,6600,Informational,6600,28,0.19
ed sheeran tattoos,tattoo,semrush,6600,Informational,6600,28,0.0
elder tattoo,tattoo,semrush,6600,Informational,6600,23,0.0
face tattoo,tattoo,semrush,6600,Informational,6600,29,1.25
familien tattoo,tattoo,semrush,6600,Informational,6600,24,0.37
father daughter tattoos,tattoo,semrush,6600,Informational,6600,24,0.25
finger tattoo ideas,tattoo,semrush,6600,Informational,6600,27,0.41
flower tattoo lotus,tattoo,semrush,6600,Informational,6600,26,0.23
flower tattoos for women,tattoo,semrush,6600,Informational,6600,27,0.3
foot tattoos,tattoo,semrush,6600,Informational,6600,29,0.25
forearm tattoo ideas,tattoo,semrush,6600,Informational,6600,28,0.51
friday the 13th tattoos near me,tattoo,semrush,6600,Transactional,6600,11,1.05
gang tattoos,tattoo,semrush,6600,Informational,6600,29,0.0
geometric tattoos,tattoo,semrush,6600,Informational,6600,27,0.7
greek mythology tattoos,tattoo,semrush,6600,Informational,6600,16,0.0
how long do tattoos take to heal,tattoo,semrush,6600,Informational,6600,28,0.03
how long does it take a tattoo to heal,tattoo,semrush,6600,Informational,6600,29,0.03
how much do tattoos cost,tattoo,semrush,6600,Informational,6600,24,0.64
how much is tattoo removal,tattoo,semrush,6600,Informational,6600,21,4.58
jellyfish tattoo,tattoo,semrush,6600,Informational,6600,29,0.0
jerusalem cross tattoo,tattoo,semrush,6600,Informational,6600,28,0.0
laser surgery for tattoo removal cost,tattoo,semrush,6600,Informational,6600,11,4.66
laser tattoo removal cost,tattoo,semrush,6600,Informational,6600,9,4.66
leg tattoos for men,tattoo,semrush,6600,Informational,6600,27,0.39
lil peep tattoos,tattoo,semrush,6600,Informational,6600,29,0.0
lily tattoo,tattoo,semrush,6600,Informational,6600,26,0.38
lotus flower tattoo meaning,tattoo,semrush,6600,Informational,6600,23,0.0
male tattoo ideas,tattoo,semrush,6600,"Informational, Commercial",6600,24,0.39
mask oni tattoo,tattoo,semrush,6600,Informational,6600,26,0.0
meaning for butterfly tattoo,tattoo,semrush,6600,Informational,6600,13,0.0
memorial tattoos,tattoo,semrush,6600,Informational,6600,29,0.35
men's tattoos forearm,tattoo,semrush,6600,Informational,6600,26,0.44
mike tyson tattoos,tattoo,semrush,6600,Informational,6600,28,0.31
mom and daughter tattoos,tattoo,semrush,6600,Informational,6600,25,0.09
mother son tattoos,tattoo,semrush,6600,Informational,6600,26,0.22
mushroom tattoo,tattoo,semrush,6600,Informational,6600,26,0.0
neck tattoos for guys designs,tattoo,semrush,6600,"Informational, Commercial",6600,27,0.36
new school tattoo,tattoo,semrush,6600,Commercial,6600,24,0.0
old people with tattoos,tattoo,semrush,6600,Informational,6600,26,0.0
olive branch tattoo,tattoo,semrush,6600,Informational,6600,28,0.38
one piece tattoo,tattoo,semrush,6600,Informational,6600,26,0.0
partner matching tattoos,tattoo,semrush,6600,Informational,6600,28,0.11
people with old tattoos,tattoo,semrush,6600,Informational,6600,24,0.0
phoenix tattoo meaning,tattoo,semrush,6600,Informational,6600,24,0.0
phønix tattoo,tattoo,semrush,6600,Informational,6600,26,0.29
pisces tattoo,tattoo,semrush,6600,Informational,6600,29,0.28
pornagraphic tattoos,tattoo,semrush,6600,Informational,6600,16,0.0
recovery aftercare derm shield tattoo cover up patch - latex-free,tattoo,semrush,6600,"Informational, Transactional",6600,23,0.0
ripple ceo brad garlinghouse xrp tattoo,tattoo,semrush,6600,Informational,6600,12,0.0
roman numeral tattoo,tattoo,semrush,6600,Informational,6600,28,0.44
rosary tattoo,tattoo,semrush,6600,Informational,6600,26,0.0
sagittarius tattoo,tattoo,semrush,6600,Informational,6600,29,0.38
saint michael tattoo,tattoo,semrush,6600,"Informational, Commercial",6600,28,0.43
san judas tattoo,tattoo,semrush,6600,"Informational, Transactional",6600,28,0.0
sasuke curse mark tattoo,tattoo,semrush,6600,Informational,6600,27,0.0
semicolon definition tattoo,tattoo,semrush,6600,Informational,6600,25,0.0
shoulder tattoo,tattoo,semrush,6600,Informational,6600,26,0.52
sibling tattoos,tattoo,semrush,6600,Informational,6600,26,0.18
skull hand tattoo,tattoo,semrush,6600,Informational,6600,28,0.0
skull tattoo designs,tattoo,semrush,6600,"Informational, Commercial",6600,28,0.42
sleeve tattoo ideas,tattoo,semrush,6600,Informational,6600,28,0.5
spider lily tattoo,tattoo,semrush,6600,Informational,6600,26,0.0
spider web tattoo,tattoo,semrush,6600,Informational,6600,26,0.37
spirit airlines dress code tattoos,tattoo,semrush,6600,Informational,6600,27,0.0
stitch tattoo,tattoo,semrush,6600,Informational,6600,26,0.5
styles for tattoos,tattoo,semrush,6600,Informational,6600,19,0.67
sugar skull tattoo,tattoo,semrush,6600,Informational,6600,28,0.36
tattoo aftercare cream,tattoo,semrush,6600,Commercial,6600,12,0.3
tattoo aftercare products,tattoo,semrush,6600,Informational,6600,9,0.44
tattoo apprenticeship,tattoo,semrush,6600,Informational,6600,21,0.9
tattoo eyebrows,tattoo,semrush,6600,Commercial,6600,22,0.82
tattoo filler ideas,tattoo,semrush,6600,Informational,6600,26,0.42
tattoo gun kit,tattoo,semrush,6600,"Informational, Transactional",6600,14,0.43
tattoo hurt scale,tattoo,semrush,6600,Informational,6600,21,0.05
tattoo in pennis,tattoo,semrush,6600,Informational,6600,29,0.0
tattoo kit,tattoo,semrush,6600,Commercial,6600,23,0.42
tattoo lotion,tattoo,semrush,6600,Commercial,6600,29,0.29
tattoo of a butterfly meaning,tattoo,semrush,6600,Informational,6600,16,0.0
tattoo of butterfly meaning,tattoo,semrush,6600,Informational,6600,20,0.0
tattoo on the hand for man,tattoo,semrush,6600,Informational,6600,27,0.0
tattoo on vagaina,tattoo,semrush,6600,Informational,6600,26,0.0
tattoo peeling,tattoo,semrush,6600,Informational,6600,13,0.03
tattoo skeleton head,tattoo,semrush,6600,Informational,6600,25,0.22
tattoo tree life,tattoo,semrush,6600,Informational,6600,26,0.5
tattoos for collarbone,tattoo,semrush,6600,Informational,6600,26,0.0
the world is yours tattoo,tattoo,semrush,6600,Informational,6600,25,0.0
wave tattoo,tattoo,semrush,6600,Informational,6600,26,0.65
wave tattoo meaning,tattoo,semrush,6600,Informational,6600,13,0.0
wedding ring tattoos,tattoo,semrush,6600,Informational,6600,26,0.31
what does a medusa tattoo mean,tattoo,semrush,6600,Informational,6600,26,0.01
yakuza tattoos,tattoo,semrush,6600,Informational,6600,29,0.0
3d tattoo,tattoo,semrush,5400,Informational,5400,29,0.55
abdomen tattoos for guys,tattoo,semrush,5400,Informational,5400,27,1.03
ariana grande hand tattoo,tattoo,semrush,5400,Informational,5400,27,0.0
ass tattoo,tattoo,semrush,5400,Informational,5400,26,0.0
behind ear tattoos male,tattoo,semrush,5400,Informational,5400,27,0.42
biomechanical tattoo,tattoo,semrush,5400,Informational,5400,29,0.63
bird tattoos,tattoo,semrush,5400,Informational,5400,26,0.2
boob tattoo,tattoo,semrush,5400,Informational,5400,29,0.0
bottom of back tattoos,tattoo,semrush,5400,Informational,5400,27,0.0
brother and sister tattoos,tattoo,semrush,5400,Informational,5400,27,0.18
carnation tattoo,tattoo,semrush,5400,Informational,5400,29,0.0
celtic cross tattoo,tattoo,semrush,5400,Informational,5400,25,0.22
chicano tattoos,tattoo,semrush,5400,Informational,5400,29,0.0
chinese dragon tattoo,tattoo,semrush,5400,Informational,5400,28,0.35
collarbone tattoo,tattoo,semrush,5400,Informational,5400,25,0.0
cross tattoo designs,tattoo,semrush,5400,Informational,5400,25,0.27
cross tattoo ideas,tattoo,semrush,5400,Informational,5400,28,0.2
cross tattoo lower arm,tattoo,semrush,5400,Informational,5400,22,0.15
death moth tattoo,tattoo,semrush,5400,Informational,5400,25,0.0
dragon tattoo meaning,tattoo,semrush,5400,Informational,5400,16,0.0
ear tattoos,tattoo,semrush,5400,Informational,5400,29,0.26
egyptian tattoos,tattoo,semrush,5400,Informational,5400,26,0.32
elbow tattoos,tattoo,semrush,5400,Informational,5400,29,0.28
elderly person with tattoos,tattoo,semrush,5400,Informational,5400,12,0.0
eye of horus tattoo,tattoo,semrush,5400,Informational,5400,27,0.0
family tattoos,tattoo,semrush,5400,Informational,5400,26,0.37
family tree tattoo,tattoo,semrush,5400,Informational,5400,25,0.49
female tattoo arm,tattoo,semrush,5400,Informational,5400,28,0.37
filigree tattoo,tattoo,semrush,5400,Informational,5400,26,0.0
finger tattoo,tattoo,semrush,5400,Informational,5400,29,0.27
finger tattoos for women,tattoo,semrush,5400,"Informational, Commercial",5400,25,0.27
fish tattoo,tattoo,semrush,5400,Informational,5400,26,0.3
flash tattoo mens,tattoo,semrush,5400,Informational,5400,29,0.32
flower tattoo designs,tattoo,semrush,5400,Informational,5400,19,0.62
fonts for tattoos,tattoo,semrush,5400,Informational,5400,27,0.7
forearm arm tattoos for men,tattoo,semrush,5400,"Informational, Commercial",5400,24,0.44
friendship tattoos,tattoo,semrush,5400,Informational,5400,25,0.12
funny tattoos,tattoo,semrush,5400,Informational,5400,16,0.29
guardian angel tattoo,tattoo,semrush,5400,Informational,5400,28,0.22
halloween tattoos,tattoo,semrush,5400,Commercial,5400,25,0.42
harry potter tattoos,tattoo,semrush,5400,Informational,5400,28,0.37
hello kitty tattoo,tattoo,semrush,5400,Informational,5400,25,0.26
hip tattoos,tattoo,semrush,5400,Informational,5400,29,0.0
hip to hip tattoo,tattoo,semrush,5400,Informational,5400,9,0.0
how much does a tattoo cost,tattoo,semrush,5400,Informational,5400,19,0.64
how much to tip tattoo artist,tattoo,semrush,5400,Informational,5400,25,0.02
inner bicep tattoo,tattoo,semrush,5400,Informational,5400,25,0.0
is getting a tattoo a sin,tattoo,semrush,5400,Informational,5400,17,0.01
juice wrld tattoos,tattoo,semrush,5400,Informational,5400,27,0.0
july birth flower tattoo,tattoo,semrush,5400,Informational,5400,27,0.51
kaiser tattoo,tattoo,semrush,5400,Informational,5400,28,0.0
koi fish tattoo meaning,tattoo,semrush,5400,Informational,5400,15,0.0
leg tattoos men,tattoo,semrush,5400,Informational,5400,28,0.39
leg women tattoos,tattoo,semrush,5400,Informational,5400,25,0.4
lightning bolt tattoo,tattoo,semrush,5400,Informational,5400,28,0.69
lion tattoos for men,tattoo,semrush,5400,Informational,5400,25,0.27
male abdomen tattoos,tattoo,semrush,5400,Informational,5400,28,1.03
male flash tattoos,tattoo,semrush,5400,Informational,5400,28,0.32
matching tattoo ideas,tattoo,semrush,5400,Informational,5400,19,0.32
men tattoos,tattoo,semrush,5400,Informational,5400,26,0.35
mental health tattoos,tattoo,semrush,5400,Informational,5400,17,0.0
michael myers tattoo,tattoo,semrush,5400,Informational,5400,28,0.0
moon tattoos,tattoo,semrush,5400,Informational,5400,29,0.4
moth tattoo meaning,tattoo,semrush,5400,Informational,5400,27,0.0
mother and daughter tattoos,tattoo,semrush,5400,Informational,5400,27,0.09
name tattoos,tattoo,semrush,5400,Informational,5400,29,0.62
naruto tattoo,tattoo,semrush,5400,Informational,5400,26,0.0
neck tattoo designs for guys,tattoo,semrush,5400,Informational,5400,24,0.36
neck tattoo ideas,tattoo,semrush,5400,Informational,5400,29,0.4
nipple tattoo,tattoo,semrush,5400,Informational,5400,10,0.73
panther tattoo,tattoo,semrush,5400,Informational,5400,29,0.7
patch tattoo,tattoo,semrush,5400,Informational,5400,29,0.0
pinup with tattoos,tattoo,semrush,5400,Informational,5400,25,0.0
realism tattoos,tattoo,semrush,5400,Informational,5400,18,0.6
reaper tattoo,tattoo,semrush,5400,Informational,5400,29,0.0
rose hand tattoo,tattoo,semrush,5400,Informational,5400,28,0.0
samurai tattoo,tattoo,semrush,5400,Informational,5400,29,1.35
september birth flower tattoo,tattoo,semrush,5400,Informational,5400,27,0.46
significance tattoo,tattoo,semrush,5400,Informational,5400,29,0.0
simple tattoo,tattoo,semrush,5400,Informational,5400,27,0.42
simple tattoos for men,tattoo,semrush,5400,Informational,5400,29,0.41
skeleton tattoo,tattoo,semrush,5400,Informational,5400,29,0.0
small ideas for tattoos,tattoo,semrush,5400,Informational,5400,27,0.22
snake tattoos,tattoo,semrush,5400,Informational,5400,29,0.42
stomach tattoos,tattoo,semrush,5400,Informational,5400,26,0.0
sukuna tattoo,tattoo,semrush,5400,"Informational, Transactional",5400,26,0.29
tattoo and the meaning,tattoo,semrush,5400,Informational,5400,27,0.22
tattoo cancer star sign,tattoo,semrush,5400,Informational,5400,27,0.0
tattoo care instructions,tattoo,semrush,5400,Informational,5400,29,0.04
tattoo cover up makeup,tattoo,semrush,5400,"Informational, Commercial",5400,18,0.41
tattoo machines,tattoo,semrush,5400,Commercial,5400,24,0.47
tattoo of spine on spine,tattoo,semrush,5400,Informational,5400,27,0.61
tattoo on forearm cross,tattoo,semrush,5400,Informational,5400,25,0.15
tattoo on hand for ladies,tattoo,semrush,5400,Informational,5400,27,0.22
tattoo on pussy,tattoo,semrush,5400,Informational,5400,28,0.0
tattoo sakura flower,tattoo,semrush,5400,Informational,5400,19,0.35
tattoo sleeves,tattoo,semrush,5400,Commercial,5400,29,0.28
tattoo st michael angel,tattoo,semrush,5400,Informational,5400,25,0.43
tattoo stencil printer,tattoo,semrush,5400,Commercial,5400,21,0.58
tattoo stencils for men,tattoo,semrush,5400,Informational,5400,25,0.59
tattoo transfer paper,tattoo,semrush,5400,"Informational, Transactional",5400,21,0.38
tattoos for bum,tattoo,semrush,5400,Informational,5400,25,0.0
tattoos for guys stomach,tattoo,semrush,5400,Informational,5400,25,1.03
tattoos for male stomach,tattoo,semrush,5400,Informational,5400,27,1.03
tattoos on elderly people,tattoo,semrush,5400,Informational,5400,18,0.0
thigh tattoos for men,tattoo,semrush,5400,"Informational, Commercial",5400,25,0.53
traditional tattoo flash,tattoo,semrush,5400,Informational,5400,25,0.36
tribal tattoos for men,tattoo,semrush,5400,Informational,5400,29,0.36
tummy tattoos for men,tattoo,semrush,5400,Informational,5400,25,1.03
underboob tattoo,tattoo,semrush,5400,Commercial,5400,26,0.0
water lily tattoo,tattoo,semrush,5400,Informational,5400,28,0.0
we the people tattoo,tattoo,semrush,5400,Informational,5400,24,0.84
what does a butterfly tattoo mean,tattoo,semrush,5400,Informational,5400,16,0.0
white tattoo,tattoo,semrush,5400,"Informational, Commercial",5400,26,0.38
wrist tattoo,tattoo,semrush,5400,Informational,5400,29,0.36
xxxtentacion tattoos,tattoo,semrush,5400,Informational,5400,26,0.0
yin yang tattoo,tattoo,semrush,5400,Informational,5400,25,0.3
google docs resume template,template,semrush,40500,Informational,40500,29,1.87
traffic flow template,template,semrush,22200,Informational,22200,11,0.33
obituary template,template,semrush,18100,Informational,18100,26,0.92
birth plan template,template,semrush,14800,Informational,14800,20,0.44
framer templates,template,semrush,12100,Navigational,12100,25,3.74
trip itinerary template,template,semrush,9900,Informational,9900,27,1.0
2 weeks notice template,template,semrush,8100,Informational,8100,18,0.83
doctors note template,template,semrush,8100,Informational,8100,29,1.83
avery template 5160,template,semrush,6600,Navigational,6600,29,4.41
note from doctor template,template,semrush,6600,Informational,6600,26,1.83
apa annotated bibliography template,template,semrush,5400,Informational,5400,24,2.5
balance sheet template,template,semrush,5400,Informational,5400,25,5.84
esa letter template,template,semrush,5400,Informational,5400,17,1.7
sign in sheet template,template,semrush,5400,"Navigational, Transactional",5400,29,0.99
sign up sheet template,template,semrush,5400,"Navigational, Transactional",5400,19,1.28
snowflake template,template,semrush,5400,"Informational, Transactional",5400,23,0.13
mchc blood test,tester,semrush,165000,Informational,165000,29,0.02
ati testing,tester,semrush,110000,Navigational,110000,24,0.16
love language test,tester,semrush,110000,"Informational, Commercial",110000,22,0.68
rdw blood test,tester,semrush,110000,Informational,110000,23,0.98
ast blood test,tester,semrush,74000,Informational,74000,23,0.7
gay test,tester,semrush,74000,Informational,74000,23,0.68
rdw blood test high,tester,semrush,49500,Informational,49500,25,0.96
what is mchc in blood test,tester,semrush,49500,Informational,49500,26,0.02
litmus test,tester,semrush,40500,Informational,40500,27,11.01
well water testing near me,tester,semrush,40500,Transactional,40500,27,4.38
first response pregnancy test,tester,semrush,27100,"Informational, Transactional",27100,21,0.95
how soon can you take a pregnancy test,tester,semrush,27100,Informational,27100,20,0.43
mold test kit,tester,semrush,27100,Commercial,27100,16,0.9
national entrance screening test,tester,semrush,27100,"Informational, Commercial",27100,23,2.36
albumin blood test,tester,semrush,22200,Informational,22200,29,0.67
chivalry test,tester,semrush,22200,Informational,22200,10,3.66
dutch test,tester,semrush,22200,Navigational,22200,13,0.87
food sensitivity test,tester,semrush,22200,Commercial,22200,28,2.22
genesight testing,tester,semrush,22200,"Informational, Navigational",22200,25,0.97
genetic methylation test,tester,semrush,22200,Informational,22200,25,4.42
race purity test,tester,semrush,22200,Navigational,22200,21,4.46
staar released test,tester,semrush,22200,"Informational, Transactional",22200,26,2.07
test out,tester,semrush,22200,"Informational, Transactional",22200,17,3.98
act test dates 2025,tester,semrush,18100,Informational,18100,22,0.84
asian test symposium,tester,semrush,18100,"Informational, Commercial",18100,10,9.77
battery tester,tester,semrush,18100,"Informational, Transactional",18100,22,0.57
childhood trauma test,tester,semrush,18100,Informational,18100,29,0.37
chloride blood test high,tester,semrush,18100,Informational,18100,27,0.02
diamond tester,tester,semrush,18100,Commercial,18100,23,0.38
purity test,tester,semrush,18100,Informational,18100,18,5.64
test tube,tester,semrush,18100,"Informational, Transactional",18100,24,1.13
tilt table test,tester,semrush,18100,Informational,18100,15,1.81
trauma test,tester,semrush,18100,"Informational, Commercial",18100,23,0.5
5 love languages test,tester,semrush,14800,Informational,14800,29,0.68
alkaline phosphatase blood test,tester,semrush,14800,Informational,14800,26,1.41
at home strep test,tester,semrush,14800,Commercial,14800,29,0.85
borderline personality disorder test,tester,semrush,14800,"Informational, Commercial",14800,23,0.68
breathalyser alcohol tester,tester,semrush,14800,Commercial,14800,29,2.5
cat dna test,tester,semrush,14800,Commercial,14800,22,0.82
cortisol test,tester,semrush,14800,Informational,14800,27,1.27
